tamanho_texto,tamanho_padrao,ocorrencias,algoritmo,tempo_ms,tempo_preprocessamento_ms,comparacoes
95,5,3,Força Bruta,0.01600,0.00000,139
95,5,3,Rabin-Karp,0.02500,0.01300,203
95,5,3,KMP,0.04300,0.03400,168
95,5,3,Boyer-Moore,0.06600,0.05700,44
95,5,3,Boyer-Moore-Horspool,0.03400,0.02200,96
95,5,3,Boyer-Moore-Horspool-Sunday,0.02900,0.01700,111
