experimento,tamanho_texto,tamanho_padrao,ocorrencias_esperadas,algoritmo,tempo_ms,tempo_preprocessamento_ms,comparacoes,ocorrencias_encontradas
texto_pequeno,95,5,3,Força Bruta,0.01600,0.00000,139,3
texto_pequeno,95,5,3,Rabin-Karp,0.02500,0.01300,203,3
texto_pequeno,95,5,3,KMP,0.04300,0.03400,168,3
texto_pequeno,95,5,3,Boyer-Moore,0.06600,0.05700,44,3
texto_pequeno,95,5,3,Boyer-Moore-Horspool,0.03400,0.02200,96,3
texto_pequeno,95,5,3,Boyer-Moore-Horspool-Sunday,0.02900,0.01700,111,3
