tamanho_texto,tamanho_padrao,ocorrencias,algoritmo,tempo_ms,tempo_preprocessamento_ms,comparacoes
99986,100,2,Força Bruta,12.20100,0.00000,9983754
99986,100,2,Rabin-Karp,0.64300,0.00300,200127
99986,100,2,KMP,0.35000,0.01200,199973
99986,100,2,Boyer-Moore,0.30400,0.01100,501
99986,100,2,Boyer-Moore-Horspool,1.31000,0.01600,199873
99986,100,2,Boyer-Moore-Horspool-Sunday,6.40100,0.01400,5042047
